Delivery_person_Age,Delivery_person_Ratings,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_Orderd_hour,Delivery_city
28.0,4.8,1900-01-01 14:15:00,Sunny,High,1,Meal,scooter,0.0,No,Urban,14,GOA
30.0,4.8,1900-01-01 21:25:00,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,21,BANG
20.0,4.7,,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,,AURG
36.0,4.9,1900-01-01 22:30:00,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,INDO
36.0,5.0,1900-01-01 21:45:00,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,21,SUR
30.0,4.9,1900-01-01 23:25:00,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,23,MYS
37.0,4.7,1900-01-01 19:35:00,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,19,AURG
22.0,4.5,,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,11,MUM
38.0,4.8,1900-01-01 23:30:00,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,23,VAD
30.0,4.6,1900-01-01 18:35:00,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,18,JAP
25.0,4.9,,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,18,MUM
28.0,5.0,1900-01-01 15:15:00,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,15,CHEN
,,1900-01-01 19:45:00,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,VAD
33.0,4.1,1900-01-01 21:30:00,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,CHEN
27.0,5.0,1900-01-01 16:20:00,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,GOA
29.0,4.9,1900-01-01 21:40:00,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,21,INDO
35.0,4.9,1900-01-01 20:40:00,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20,INDO
27.0,4.4,1900-01-01 13:25:00,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,13,RANCHI
38.0,5.0,1900-01-01 19:35:00,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,PUNE
32.0,4.1,1900-01-01 19:45:00,Fog,Jam,2,Snack,motorcycle,1.0,No,Semi-Urban,19,PUNE
34.0,4.9,1900-01-01 17:55:00,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,RANCHI
39.0,4.3,1900-01-01 22:10:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,PUNE
30.0,4.8,1900-01-01 17:55:00,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,17,VAD
37.0,4.8,1900-01-01 17:45:00,Windy,Medium,2,Buffet,motorcycle,1.0,No,Urban,17,COIMB
27.0,4.8,1900-01-01 19:40:00,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19,COIMB
38.0,4.6,1900-01-01 21:10:00,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,,JAP
36.0,4.5,1900-01-01 23:25:00,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,23,PUNE
32.0,4.9,1900-01-01 10:35:00,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,SUR
33.0,4.7,1900-01-01 12:05:00,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,11,ALH
22.0,4.6,1900-01-01 12:25:00,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,12,JAP
38.0,4.0,1900-01-01 23:25:00,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,COIMB
38.0,5.0,1900-01-01 17:35:00,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,SUR
28.0,4.6,1900-01-01 10:45:00,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,PUNE
33.0,3.8,1900-01-01 17:50:00,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,COIMB
37.0,4.9,1900-01-01 23:55:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,KNP
33.0,4.9,1900-01-01 16:25:00,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,16,KNP
31.0,4.4,1900-01-01 17:55:00,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,KOC
21.0,4.9,1900-01-01 15:10:00,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,14,HYD
38.0,4.2,1900-01-01 11:45:00,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,11,LUDH
25.0,4.7,1900-01-01 21:55:00,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,21,BANG
31.0,4.9,1900-01-01 23:45:00,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,INDO
25.0,4.6,1900-01-01 17:40:00,Stormy,Medium,2,Meal,scooter,0.0,No,Urban,17,COIMB
20.0,4.9,1900-01-01 08:45:00,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,8,PUNE
21.0,4.8,1900-01-01 17:30:00,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,17,COIMB
29.0,4.7,1900-01-01 10:25:00,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,10,SUR
35.0,4.9,1900-01-01 22:35:00,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,22,CHEN
31.0,4.8,1900-01-01 22:45:00,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,22,PUNE
25.0,4.7,1900-01-01 20:05:00,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,19,MYS
21.0,4.7,1900-01-01 21:45:00,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,BANG
39.0,4.3,,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,BANG
22.0,5.0,1900-01-01 20:40:00,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,20,INDO
38.0,4.8,1900-01-01 08:40:00,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,8,AGR
39.0,4.6,1900-01-01 19:25:00,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,HYD
23.0,4.9,1900-01-01 22:05:00,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,21,RANCHI
22.0,4.6,1900-01-01 11:05:00,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,,KNP
20.0,4.7,1900-01-01 22:25:00,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,COIMB
35.0,4.8,,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,MUM
20.0,5.0,1900-01-01 13:35:00,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,13,CHEN
28.0,4.6,1900-01-01 23:55:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,JAP
28.0,5.0,1900-01-01 11:45:00,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,11,RANCHI
23.0,4.9,1900-01-01 19:35:00,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,LUDH
20.0,4.6,1900-01-01 19:30:00,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,HYD
24.0,4.7,1900-01-01 10:50:00,Fog,Low,1,Meal,scooter,0.0,No,Urban,10,INDO
29.0,4.6,1900-01-01 14:15:00,Windy,High,1,Buffet,scooter,0.0,No,Metropolitian,,RANCHI
30.0,4.3,1900-01-01 08:50:00,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,8,PUNE
32.0,4.9,1900-01-01 19:45:00,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,19,BANG
31.0,4.8,1900-01-01 08:30:00,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,8,RANCHI
20.0,4.9,1900-01-01 19:15:00,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,HYD
35.0,4.5,1900-01-01 23:30:00,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,MYS
20.0,4.5,1900-01-01 17:35:00,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,17,HYD
24.0,4.7,1900-01-01 17:30:00,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,MUM
20.0,4.7,1900-01-01 20:30:00,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,20,JAP
33.0,4.0,,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,13,KNP
25.0,4.8,1900-01-01 20:20:00,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,COIMB
22.0,4.5,1900-01-01 11:15:00,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,11,RANCHI
34.0,4.0,1900-01-01 12:35:00,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,12,JAP
32.0,3.9,1900-01-01 20:30:00,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20,KOL
36.0,4.9,1900-01-01 17:30:00,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,ALH
20.0,4.8,1900-01-01 17:30:00,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,17,ALH
37.0,4.9,1900-01-01 22:50:00,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,22,BANG
35.0,4.9,1900-01-01 18:20:00,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18,MYS
38.0,4.1,1900-01-01 17:30:00,Fog,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,17,PUNE
30.0,4.4,1900-01-01 13:25:00,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,13,MYS
32.0,4.8,1900-01-01 18:15:00,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,,MUM
22.0,4.3,,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,19,DEH
23.0,4.0,,Cloudy,High,1,Snack,scooter,2.0,No,Urban,14,AGR
28.0,4.5,1900-01-01 17:20:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,MUM
36.0,5.0,1900-01-01 19:30:00,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,RANCHI
20.0,4.9,1900-01-01 18:40:00,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,18,INDO
34.0,4.0,1900-01-01 20:35:00,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,,20,HYD
32.0,5.0,,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,15,PUNE
36.0,4.1,1900-01-01 13:25:00,Sandstorms,High,0,Snack,motorcycle,1.0,No,,13,MYS
29.0,4.9,,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,SUR
38.0,4.5,1900-01-01 22:35:00,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,22,MUM
23.0,4.7,1900-01-01 21:45:00,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,AURG
33.0,4.9,1900-01-01 19:20:00,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,HYD
34.0,4.5,1900-01-01 18:55:00,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,18,SUR
27.0,5.0,1900-01-01 08:40:00,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,8,INDO
32.0,4.4,1900-01-01 17:35:00,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,COIMB
28.0,4.8,1900-01-01 21:50:00,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,21,RANCHI
22.0,4.7,1900-01-01 17:45:00,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,17,KOC
23.0,4.8,1900-01-01 18:05:00,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,ALH
31.0,4.8,1900-01-01 22:25:00,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,22,BANG
20.0,4.8,1900-01-01 08:45:00,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,8,HYD
39.0,4.9,1900-01-01 21:35:00,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,21,VAD
38.0,4.7,1900-01-01 14:30:00,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,14,BANG
20.0,5.0,,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,,JAP
26.0,4.4,1900-01-01 19:55:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,19,MYS
38.0,4.5,1900-01-01 10:05:00,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,,JAP
20.0,4.9,1900-01-01 17:40:00,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,CHEN
36.0,4.6,1900-01-01 19:15:00,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,,VAD
26.0,4.9,1900-01-01 09:50:00,Stormy,Low,1,Snack,motorcycle,0.0,No,,9,RANCHI
28.0,5.0,1900-01-01 18:50:00,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,18,PUNE
36.0,5.0,1900-01-01 20:45:00,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,MYS
32.0,4.1,1900-01-01 10:40:00,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,10,ALH
22.0,4.6,1900-01-01 19:35:00,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,JAP
30.0,4.2,1900-01-01 17:45:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,KOL
32.0,4.8,1900-01-01 22:15:00,Fog,Jam,1,Snack,motorcycle,1.0,Yes,Urban,,PUNE
34.0,4.8,1900-01-01 11:45:00,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,JAP
22.0,4.9,1900-01-01 23:25:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,SUR
31.0,4.6,1900-01-01 22:45:00,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,SUR
32.0,4.9,1900-01-01 19:30:00,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,19,LUDH
28.0,4.6,1900-01-01 14:10:00,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,,KOL
30.0,4.7,1900-01-01 08:25:00,Fog,Low,0,Buffet,motorcycle,,No,Metropolitian,8,COIMB
24.0,4.9,,Stormy,Medium,2,Meal,motorcycle,1.0,No,Urban,18,VAD
24.0,5.0,1900-01-01 23:30:00,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,23,BANG
24.0,4.7,1900-01-01 23:15:00,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,RANCHI
36.0,4.7,1900-01-01 17:55:00,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,RANCHI
27.0,4.7,1900-01-01 23:40:00,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,HYD
26.0,4.8,1900-01-01 15:40:00,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,COIMB
28.0,4.7,1900-01-01 09:25:00,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,9,INDO
33.0,4.4,1900-01-01 22:35:00,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,22,MUM
32.0,4.9,1900-01-01 10:30:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,10,HYD
22.0,4.8,1900-01-01 22:20:00,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,SUR
38.0,4.8,1900-01-01 11:05:00,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,GOA
29.0,4.6,1900-01-01 19:25:00,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,19,MYS
27.0,4.9,1900-01-01 17:55:00,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Urban,17,CHEN
31.0,4.9,,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,PUNE
31.0,4.2,1900-01-01 11:25:00,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,11,INDO
28.0,4.7,,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,,SUR
25.0,4.9,1900-01-01 17:20:00,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,INDO
21.0,4.8,1900-01-01 18:55:00,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,18,MYS
33.0,4.7,1900-01-01 21:25:00,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,21,GOA
37.0,4.6,1900-01-01 20:15:00,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,,CHEN
26.0,4.9,1900-01-01 21:05:00,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,20,RANCHI
33.0,4.5,1900-01-01 08:20:00,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,8,JAP
24.0,4.1,1900-01-01 22:15:00,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,LUDH
20.0,4.9,1900-01-01 22:30:00,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,VAD
27.0,4.0,1900-01-01 19:20:00,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,COIMB
28.0,4.2,1900-01-01 20:15:00,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,CHEN
31.0,4.1,1900-01-01 18:15:00,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,VAD
38.0,4.1,1900-01-01 20:25:00,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,20,AGR
23.0,4.6,1900-01-01 18:35:00,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,MYS
27.0,4.9,1900-01-01 20:55:00,Windy,Jam,0,Buffet,motorcycle,0.0,No,,20,PUNE
21.0,4.3,,Sunny,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,20,PUNE
28.0,4.1,1900-01-01 19:35:00,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,19,SUR
37.0,4.9,1900-01-01 19:35:00,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,19,MUM
37.0,4.8,1900-01-01 10:55:00,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,10,PUNE
38.0,4.8,1900-01-01 18:55:00,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,BANG
22.0,4.9,1900-01-01 18:05:00,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,COIMB
30.0,4.6,,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,INDO
34.0,4.6,,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,21,CHEN
29.0,3.9,1900-01-01 21:30:00,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Semi-Urban,21,COIMB
36.0,4.8,1900-01-01 23:50:00,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,BANG
30.0,4.9,1900-01-01 09:55:00,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,9,GOA
37.0,4.0,1900-01-01 19:50:00,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,19,AGR
39.0,4.0,1900-01-01 21:45:00,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,JAP
24.0,4.9,1900-01-01 15:40:00,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,KNP
23.0,4.8,1900-01-01 21:30:00,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,MUM
30.0,4.6,1900-01-01 17:40:00,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,BHP
31.0,4.6,1900-01-01 16:40:00,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,PUNE
35.0,4.8,1900-01-01 09:50:00,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,9,VAD
30.0,4.9,,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,23,CHEN
32.0,4.7,1900-01-01 09:30:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9,HYD
26.0,4.5,1900-01-01 13:35:00,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,13,HYD
37.0,4.9,1900-01-01 19:45:00,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,19,MUM
36.0,4.6,1900-01-01 20:45:00,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,PUNE
32.0,3.7,1900-01-01 20:35:00,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,20,BANG
21.0,4.9,,Stormy,Low,2,Meal,scooter,0.0,No,Urban,10,JAP
34.0,4.9,1900-01-01 21:30:00,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,AURG
32.0,4.0,1900-01-01 15:45:00,Sandstorms,Medium,2,Buffet,motorcycle,2.0,No,Metropolitian,15,INDO
34.0,4.6,1900-01-01 18:50:00,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,COIMB
28.0,4.9,1900-01-01 23:25:00,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,RANCHI
30.0,4.9,1900-01-01 18:25:00,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,18,BANG
30.0,4.7,1900-01-01 18:30:00,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,INDO
20.0,4.9,1900-01-01 19:35:00,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,HYD
24.0,4.9,1900-01-01 22:20:00,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,BANG
33.0,4.9,1900-01-01 17:25:00,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,17,INDO
25.0,4.9,1900-01-01 22:50:00,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,AURG
21.0,4.9,1900-01-01 19:10:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,AGR
25.0,4.8,1900-01-01 22:45:00,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,22,ALH
28.0,4.1,1900-01-01 08:50:00,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,8,PUNE
38.0,4.7,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,9,KOC
27.0,4.7,1900-01-01 08:30:00,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,8,CHEN
27.0,4.7,1900-01-01 18:25:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,MUM
22.0,4.9,1900-01-01 23:15:00,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,PUNE
26.0,5.0,1900-01-01 23:35:00,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,HYD
25.0,4.9,1900-01-01 19:15:00,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,,MUM
38.0,4.1,1900-01-01 17:55:00,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,17,PUNE
24.0,4.7,1900-01-01 17:20:00,Stormy,Medium,0,Drinks,motorcycle,,No,,17,PUNE
21.0,4.6,1900-01-01 10:10:00,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,SUR
30.0,4.4,1900-01-01 17:30:00,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,17,MYS
24.0,4.6,1900-01-01 18:30:00,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,INDO
35.0,4.3,1900-01-01 12:35:00,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,12,RANCHI
25.0,4.9,1900-01-01 23:55:00,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,23,MYS
34.0,4.8,1900-01-01 10:30:00,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,BANG
37.0,4.4,1900-01-01 19:55:00,Windy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,19,JAP
22.0,4.6,1900-01-01 19:30:00,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,19,MUM
39.0,5.0,1900-01-01 19:40:00,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19,VAD
30.0,4.6,1900-01-01 08:40:00,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,8,SUR
20.0,4.6,,Cloudy,Jam,0,Meal,motorcycle,,No,Metropolitian,21,RANCHI
36.0,4.6,1900-01-01 10:20:00,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,10,LUDH
31.0,4.4,1900-01-01 10:15:00,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,BANG
26.0,4.6,1900-01-01 09:50:00,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,9,GOA
35.0,5.0,1900-01-01 19:50:00,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,MYS
29.0,4.6,1900-01-01 17:25:00,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,17,SUR
32.0,4.8,,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,VAD
,,1900-01-01 21:25:00,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,21,COIMB
24.0,5.0,1900-01-01 20:30:00,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,JAP
29.0,4.9,1900-01-01 19:50:00,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,19,INDO
38.0,4.1,1900-01-01 21:10:00,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,VAD
24.0,4.6,1900-01-01 21:55:00,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,21,JAP
31.0,4.8,1900-01-01 10:15:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,10,PUNE
23.0,4.5,1900-01-01 17:40:00,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,CHEN
24.0,4.5,,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,18,SUR
21.0,4.7,,Cloudy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,20,MYS
32.0,3.9,1900-01-01 18:40:00,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,HYD
25.0,4.7,1900-01-01 21:50:00,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,21,COIMB
36.0,4.3,1900-01-01 12:15:00,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,12,BANG
39.0,4.6,1900-01-01 19:30:00,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,19,SUR
32.0,4.6,1900-01-01 16:20:00,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,16,JAP
33.0,5.0,1900-01-01 09:10:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,BANG
34.0,4.9,1900-01-01 10:20:00,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,10,AURG
37.0,4.9,1900-01-01 23:30:00,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,23,VAD
24.0,4.1,1900-01-01 20:55:00,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,JAP
26.0,4.7,,Sandstorms,Jam,1,Drinks,motorcycle,,No,Metropolitian,19,MUM
