Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Time_Orderd_hour,Delivery_city
27.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.49755030418,20,BANG
34.0,3.7,Windy,Jam,2,Snack,scooter,1.0,No,Urban,44,20002.5110959134,20,COIMB
30.0,4.8,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,16,20002.508642124503,18,PUNE
20.0,4.2,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,38,20002.511635227354,18,INDO
29.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,20002.51109476854,19,COIMB
20.0,,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,20002.516025220208,22,ALH
20.0,4.9,Sandstorms,High,1,Meal,scooter,0.0,No,Urban,14,20002.517640303984,12,JAP
26.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,29,20002.518817185603,17,RANCHI
29.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.520236318633,8,BANG
31.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,41,20002.508990823768,20,RANCHI
22.0,4.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Urban,28,20002.518808407753,21,KOL
39.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.515958412543,,RANCHI
34.0,4.9,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,31,20002.51109577272,18,COIMB
37.0,4.0,Windy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,39,20002.489332762238,17,PUNE
37.0,4.8,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.517731722328,16,LUDH
20.0,4.9,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Urban,13,20002.505074490593,18,MYS
20.0,4.7,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.508910081513,21,VAD
39.0,4.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.511139453072,17,MYS
38.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.513800821016,20,PUNE
22.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Urban,15,20002.520241974802,11,MUM
27.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,20,20002.51748690343,12,MUM
32.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.51747977273,14,PUNE
35.0,4.8,Fog,Jam,2,Snack,scooter,0.0,No,Urban,30,20002.518858864834,19,JAP
29.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27,20002.517550106586,14,KOL
35.0,4.9,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,27,20002.517400243352,14,BANG
32.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.499301149488,18,KNP
28.0,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Urban,17,20002.50824122823,22,COIMB
36.0,4.6,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.49023243387,18,RANCHI
37.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28,20002.51163427628,18,INDO
35.0,5.0,Fog,Jam,2,Meal,motorcycle,1.0,No,Urban,27,20002.518719695276,19,MYS
24.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.509250128347,22,KNP
34.0,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.49100521461,22,JAP
22.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.518706399223,23,KOC
30.0,4.1,Cloudy,Medium,1,Drinks,scooter,1.0,Yes,Metropolitian,42,20002.508240277177,,COIMB
30.0,4.4,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.50574319471,18,SUR
27.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,20002.509162094168,18,ALH
28.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,21,20002.51395803753,21,KOL
27.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.48848308128,20,CHEN
31.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.51875839134,18,HYD
33.0,3.4,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.508943501944,22,INDO
35.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,20002.497561113807,21,CHEN
20.0,4.9,Fog,Medium,0,Snack,motorcycle,0.0,No,Urban,22,20002.517488729638,15,MUM
37.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,28,20002.498215231,23,MUM
21.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Urban,13,20002.519669007703,9,BANG
33.0,4.7,Sunny,Low,2,Drinks,motorcycle,1.0,No,Urban,25,20002.511542857625,22,SUR
39.0,4.5,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,20002.490688702677,19,ALH
27.0,5.0,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520256208547,11,DEH
21.0,4.8,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.517488102996,13,MUM
37.0,4.6,Sunny,Medium,2,Snack,motorcycle,1.0,No,,15,20002.51872431771,18,BANG
24.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Urban,17,20002.488834502667,,GOA
24.0,3.1,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31,20002.508324510833,23,BANG
29.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Urban,10,20002.51585762489,23,AURG
28.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.508825345365,19,SUR
37.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20002.51189636631,20,JAP
36.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.513602393534,20,MYS
36.0,4.6,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,20002.489137763332,18,HYD
35.0,4.2,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35,20002.51143404031,,MUM
22.0,4.7,Cloudy,Medium,2,Drinks,scooter,,No,Metropolitian,10,20002.516074244595,17,JAP
27.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,20002.49010734875,20,INDO
29.0,4.5,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,12,20002.51399220783,18,RANCHI
39.0,4.0,Windy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,54,20002.505955882003,,RANCHI
28.0,5.0,Sunny,High,1,Snack,motorcycle,0.0,No,Urban,11,20002.517461675616,12,HYD
36.0,4.6,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.508325412324,23,BANG
37.0,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,23,20002.517401308563,13,BANG
31.0,4.6,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,42,20002.518758282113,20,HYD
26.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.506330714834,23,JAP
21.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,20002.498494107196,23,SUR
29.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.50820150345,19,KOC
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.505895536025,21,INDO
37.0,3.5,Windy,Medium,2,Buffet,scooter,,No,Metropolitian,39,20002.498019336454,17,HYD
36.0,3.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.50857074429,20,HYD
29.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,15,20002.519730498036,,AGR
35.0,4.7,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Urban,33,20002.486208457016,18,KNP
25.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.498497274482,21,SUR
36.0,3.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,20002.49880964858,21,RANCHI
31.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,20002.498809553155,19,RANCHI
28.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51109476854,20,COIMB
30.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.520235884753,9,MYS
39.0,4.8,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,30,20002.5112543686,18,GOA
21.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,20002.51362287767,17,CHEN
27.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Urban,10,20002.488145202067,22,KOC
27.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,20,20002.508910088523,,VAD
27.0,5.0,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,39,20002.50824105798,20,COIMB
29.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.518841198824,20,ALH
38.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,,No,Metropolitian,24,20002.509287001052,,JAP
28.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.48848308128,22,CHEN
33.0,4.1,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.518808118897,18,KOL
21.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,12,20002.51589365293,21,SUR
31.0,4.6,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.519729119307,11,JAP
21.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,16,20002.51881740437,23,RANCHI
39.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.517379154437,12,COIMB
31.0,4.2,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.505513296208,17,PUNE
21.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,20002.513603271676,18,MYS
23.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,,35,20002.515926785007,19,VAD
34.0,4.1,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,38,20002.5187239784,21,BANG
30.0,4.1,Fog,Low,2,Meal,motorcycle,2.0,No,Metropolitian,39,20002.505744394344,,SUR
36.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,26,20002.518853457197,21,KNP
29.0,4.0,Fog,Medium,1,Snack,scooter,0.0,No,Urban,37,20002.498685988507,18,KOL
21.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,20002.513571018244,18,COIMB
30.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,20002.515939806242,17,INDO
26.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.50867336652,19,MUM
39.0,4.8,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.51570035783,17,CHEN
22.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.520235003656,10,COIMB
39.0,4.8,Fog,Low,1,Snack,motorcycle,,No,Metropolitian,30,20002.511095979145,23,COIMB
28.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,20,20002.511408861963,,PUNE
23.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.513570866642,20,COIMB
22.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51593927406,22,INDO
33.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,28,20002.51163427628,22,INDO
22.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,20002.497313718257,20,KOC
31.0,4.6,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517554285405,12,INDO
20.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.50823865494,19,COIMB
23.0,5.0,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,34,20002.50500486936,17,COIMB
21.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Urban,15,20002.52024412475,,SUR
25.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.49749915941,19,MYS
21.0,4.9,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,20002.513620149122,17,BANG
20.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.520250731573,9,KNP
38.0,4.0,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,45,20002.511897078177,21,JAP
22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Urban,15,20002.506328928375,23,JAP
37.0,4.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,34,20002.506170763736,17,ALH
27.0,4.2,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,20002.51880799618,21,KOL
,,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.517566733794,13,RANCHI
30.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,20002.486318660754,20,JAP
35.0,4.5,Sandstorms,Jam,2,Buffet,scooter,,No,Metropolitian,28,20002.48931197053,,PUNE
32.0,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.520235003423,10,COIMB
28.0,4.0,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51966376396,11,COIMB
26.0,4.0,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,36,20002.49871963349,19,INDO
22.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Urban,22,20002.51740036695,12,BANG
24.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51971063669,9,RANCHI
33.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,,16,20002.513571198553,23,COIMB
31.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.518769121103,,PUNE
21.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20002.51582232049,22,PUNE
39.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.509652570046,19,LUDH
22.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,20,20002.51885358858,17,KNP
28.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,16,20002.515794989933,,HYD
35.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.48814641988,22,KOC
28.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,44,20002.511161198054,21,BANG
36.0,4.0,Windy,Jam,2,Meal,scooter,1.0,No,Urban,31,20002.518724701924,21,CHEN
36.0,4.3,Windy,Low,0,Meal,motorcycle,,No,Metropolitian,22,20002.513621397044,22,CHEN
33.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.51755478064,15,INDO
25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,,18,20002.515665581755,,COIMB
35.0,4.2,Fog,Low,0,Meal,motorcycle,2.0,No,Metropolitian,44,20002.505894925456,23,INDO
35.0,4.6,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,15,20002.51740160843,13,CHEN
20.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Urban,15,20002.517379067493,16,COIMB
25.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.49002331947,17,VAD
33.0,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,11,20002.520234992055,,COIMB
32.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.50857332553,23,HYD
26.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.488151129473,23,KOC
27.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.509309518435,20,AGR
28.0,4.7,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,15,20002.515926860957,18,VAD
21.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,48,20002.497558576775,20,CHEN
38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,27,20002.5176405139,16,JAP
38.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,20002.52024128877,8,PUNE
22.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,15,20002.508943433255,,INDO
38.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Semi-Urban,49,20002.51116043184,17,BANG
36.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.50864140871,18,PUNE
30.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,17,20002.513798099928,17,PUNE
23.0,5.0,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,13,20002.511433570166,18,MUM
26.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,19,20002.508824979395,18,SUR
39.0,4.6,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,20002.519669201218,8,BANG
28.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,20002.505511219344,23,PUNE
29.0,4.6,Sunny,Jam,2,Snack,electric_scooter,,No,Metropolitian,14,20002.51396565473,21,INDO
36.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51390030213,23,SUR
35.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.505742937028,19,SUR
25.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,38,20002.508680451498,19,MUM
24.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.514335195752,23,DEH
35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,50,20002.48633586656,19,JAP
26.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.520251316964,9,JAP
20.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,16,20002.520246727137,8,RANCHI
28.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52024544916,10,VAD
33.0,4.5,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.518719712854,21,MYS
33.0,4.5,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,20002.4991331118,17,ALH
25.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,18,20002.519728769184,8,JAP
30.0,4.0,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.49816255838,18,PUNE
34.0,4.5,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,20002.505892175355,18,INDO
32.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,31,20002.52023630289,11,BANG
31.0,3.8,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,34,20002.508684954024,22,MUM
30.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,2.0,Yes,Metropolitian,49,20002.505570667545,,MUM
39.0,4.6,Windy,Jam,1,Buffet,scooter,0.0,No,Urban,25,20002.505423650484,19,HYD
34.0,5.0,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.519748569786,,DEH
32.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.508681175575,22,MUM
31.0,4.4,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.520245978496,9,INDO
38.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,20002.520241930066,10,MUM
21.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.50869023507,18,MUM
25.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,44,20002.498151396267,,PUNE
24.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,,25,20002.511634425748,23,INDO
29.0,4.5,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.51134894256,,HYD
21.0,4.7,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,32,20002.499367032717,17,JAP
38.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,20002.51972878796,9,JAP
36.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.498494095453,19,SUR
20.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.514364983577,20,LUDH
32.0,3.9,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,38,20002.49010734875,21,INDO
37.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,20002.511139549468,20,MYS
34.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520245978496,8,INDO
26.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,14,20002.513993129385,,RANCHI
29.0,4.9,Cloudy,Low,2,Drinks,scooter,,No,Urban,14,20002.51968908384,9,PUNE
25.0,4.1,Fog,High,1,Buffet,scooter,0.0,No,Urban,34,20002.517554533177,12,INDO
37.0,4.9,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,22,20002.52024128877,10,PUNE
25.0,4.7,Windy,Jam,1,Snack,scooter,0.0,No,Urban,18,20002.48593910938,21,ALH
25.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.490249924842,20,RANCHI
24.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,28,20002.511624373652,17,KOL
22.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,39,20002.49755426549,19,BANG
32.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,20002.513571374035,21,COIMB
20.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.520234986427,10,COIMB
36.0,4.8,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,27,20002.518724298203,18,CHEN
30.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,20002.51395744687,,KOL
35.0,4.7,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,18,20002.51566522955,17,COIMB
22.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,,19,20002.51884120134,22,ALH
33.0,4.5,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.518858076597,18,JAP
38.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31,20002.513993027555,19,RANCHI
39.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,20002.51970755806,9,INDO
31.0,4.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,20002.498656611962,21,VAD
31.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.519710714583,,RANCHI
34.0,4.6,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.51593923564,17,INDO
25.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.511160476137,17,BANG
35.0,4.7,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,20002.519669070138,8,BANG
33.0,4.9,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,14,20002.51966729831,8,MYS
31.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.513548866016,23,KOC
34.0,4.9,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,23,20002.518711768178,23,COIMB
26.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.511631298636,22,INDO
28.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,20002.509286801356,22,JAP
39.0,4.7,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,25,20002.518711868193,17,COIMB
36.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.505517726222,19,PUNE
28.0,5.0,Windy,Low,1,Snack,scooter,,No,Metropolitian,13,20002.51154241597,23,SUR
37.0,4.6,Sunny,High,2,Snack,motorcycle,1.0,No,Urban,22,20002.519663657968,,COIMB
23.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.488839014924,23,GOA
34.0,4.4,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,49,20002.511352404577,20,HYD
33.0,4.9,Fog,Low,2,Drinks,electric_scooter,,No,Metropolitian,18,20002.518861944674,23,AGR
30.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,42,20002.486307213818,,JAP
28.0,4.1,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.4888382386,18,GOA
26.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,20002.520241319722,8,PUNE
38.0,3.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.49107915473,20,AGR
37.0,4.8,Stormy,Jam,0,Meal,motorcycle,2.0,No,Urban,37,20002.511543738874,20,SUR
36.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.51881048135,21,INDO
38.0,4.0,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520236322427,11,BANG
28.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,39,20002.51144040631,18,MUM
29.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,20002.519669192097,8,BANG
27.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.518793872172,18,SUR
36.0,4.8,Stormy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.51582315348,,PUNE
22.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,20002.515665655133,23,COIMB
23.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51583771153,21,MUM
24.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.499370831236,19,JAP
26.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Urban,31,20002.511162877894,20,BANG
31.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.509162666418,22,ALH
,,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,24,20002.517546148767,12,VAD
27.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.51966733451,8,MYS
